HELP-OFF
3f6a76f1-7e71-4507-a6a9-7dd5aa5faec4;PURCHASE;1506148857729;null;6030330793,6030391003,6030580325,6030190070
2cff4001-bfd9-48ab-a1a5-4dbb89c3acac;PURCHASE;1506148934024;null;6030890142
e2b7ad16-e46a-4a70-a787-5ea275d5bae3;PURCHASE;1506149063295;null;6030630698,6030030794
a5d96497-8c49-4cfc-8d39-8ef003eae495;PURCHASE;1506149331489;null;6030330135,6030330123,6030330106,6030330095
53794bed-8335-46dc-b12e-d9ce2da2d0a8;PURCHASE;1506149346571;null;6030111007,6030580541,6030330781,6030570261
3ffc45d1-793b-484f-8c61-a4484850aeff;PURCHASE;1506149926715;null;6030581018,6030720155,6030940544,6030660122,6030120670,6030720519,6030720030,6030720346,6030580553,6030540128,6030580613,6030120604,6030690985,6030651135
784ca91b-3471-4d90-8574-d255d66fbade;PURCHASE;1506150279332;null;6030890596,6030890607,6030270616,6030571135,6030231058,6030120377,6030781139,6030720459,6030040050,6030720435,6030720709,6030580398,6030580160,6030581072,6030580146,6030050082,6030010255,6030430097,6030050255
96140614-0e5d-4a5e-89f3-932d92da6b73;PURCHASE;1506150341811;null;6030310205,6030421302,6030151029,6030050697,6030861457,6030521434,6030381828,6030231779,6030521518,6030720686,6030480029,6030440140,6030521279
d3e0f64f-d963-4c4e-83bf-c3a26214695d;PURCHASE;1506150516420;null;6030541067,6030340430,6030031415,6030510401,6030720876,6030600389,6030251048,6030540852,6030140546,6030230968,6030870329,6030540840,6030580207
a4d93dea-f724-4060-be7a-936cfdf19454;PURCHASE;1506150563748;null;6030391307,6030013246,6030191300,6030431494,6030220092,6030421343,6030720423,6030941165,6030980131,6030110859,6030540809,6030630192,6030700254,6030250095,6030310424,6030250208,6030230169,6030250106,16
1dea28a4-c4e7-40ae-b142-965175fed8e2;PURCHASE;1506150578517;null;6030231071,6030011046,6030121635,6030670298,6030360910,6030860048,6030061752,6030670905,6030430108,6030651083,6030470435
691585af-99c1-48ad-bad6-036dcec231b8;PURCHASE;1506150662069;null;6030421617,6030611088,6030013891,6030330060
cde38303-57eb-49bf-8c56-7da36546b813;PURCHASE;1506150775549;null;6030651210,6030550077,6030521293,6030160827,6030771199,6030211318,16
c3ae93f9-278c-408e-8038-beb3ecd56b9e;PURCHASE;1506150940419;null;6030581454,6030520873,6030031594,6030030805,6030960040,6030960052,6030391540,6030391552,6030361506,6030391081,6030360392,6030360380,6030360378,6030360403,6030360367,6030360343,6030160562,6030821528,6030381813,6030070039,6030940253,6030941332,6030120579,6030440557,6030930023,6030630233,6030300054,6030420047,6030910408,6030910437,6030930531
77db1479-18fe-4497-9668-4b76b1c8d994;PURCHASE;1506150960965;null;6030731236,6030230831,6030560485,6030320386,6030550245,6030230296,6030941038,6030110780,6030010014,6030200320,6030010139,6030760577,6030010093,6030010789,6030760589,6030560611,6030310955,6030060214,6030560335,6030090891
6de029ca-ff76-4029-978f-911a451bd877;PURCHASE;1506150989238;null;6030870175,6030250756,6030640652,6030280747,6030421355,6030661096,6030821118,6030820968,6030360456,6030020528,6030270604,6030431100
139b552f-cde1-474b-8744-23f7856471f3;PURCHASE;1506150991602;null;6030650944,6030860073,6030800369,6030581299,6030640485,6030040919,6030361220,6030450661,6030361101,6030431421,6030880153,6030300317,6030351231,6030030782,6030431026,6030540596,6030940050,6030210345
2199d234-7e08-478d-9f7e-96a1d66846fc;PURCHASE;1506151013635;null;6030940936,6030940669,6030421086,6030720901,6030030580,6030601583,6030440634
7c53c7a1-b5c7-4a19-aa1f-b113587444fc;PURCHASE;1506151280613;null;6030980270,6030650081,6030070559,6030780429,6030660844
a0156c84-c3e8-4c9a-9be2-d6af79f7764b;PURCHASE;1506151330101;null;6030190630,6030540446,6030470649,6030470674,6030760894,6030930124,6030440545,6030580337,6030940227,6030960457,6030540293,6030660146,6030040973,6030211103
ccf6036d-6657-4460-933b-211204fd070b;PURCHASE;1506151342139;null;6030650676,6030361636,6030441101,6030861522,6030520138,6030570437,6030540304,6030940290,6030910079,6030470637,6030470610,6030610718
95b1cf0b-f901-499b-a4ec-0f9fc5f89183;PURCHASE;1506151343260;null;6030601075,6030062704,6030430137,6030210446,6030382007,6030690212,6030050448,6030740157,6030011744,6030740259,6030261266,6030480168,6030480347,6030740081,6030010425,6030311349,6030430354,6030310497,6030800422,6030510312,6030150130,6030600429,6030131256,6030941100,6030150584,6030870622,6030381222,6030381234,6030890293
d3f5fcc2-1283-4835-acd2-3fa25805a827;PURCHASE;1506151436213;null;6030031617,6030091411
45acc0e4-7828-4274-aed6-0f91ab3d2b79;PURCHASE;1506151438507;null;6030601165,6030900283,6030940973,6030581466,6030581489,6030780520,6030670400,6030310537,6030580714,6030580881,6030720077,6030470775,6030470764,6030300395,6030541092,6030580601,6030050414,6030030822,6030120532,6030940604,6030161081,6030610289,6030231083,6030860948,6030521268,6030521495,6030930018,6030050426,6030470738,6030050139,6030050233,6030900372,6030050312,6030050116,6030970547,6030150572,6030520493,6030621828,6030570777,6030570791,6030521232,6030361357,6030560419,6030110267
9306bfa7-8548-4909-a51f-1c3ad13762e5;PURCHASE;1506151457767;null;6030601112,6030810698,6030810131,6030900586
03307674-29b3-40dc-84e1-8199573a7df6;PURCHASE;1506151556244;null;6030550054,6030270198,6030360557,6030030972,6030420023,6030640508,6030520824,6030870086,6030870074,6030420035,6030420211,6030280173,6030830325,6030280594,6030280569,6030280617,6030210650,6030521826,6030830069,6030490397,6030160091,6030220205,16
b1297dfc-5b37-4628-a939-74eefe28f5ab;PURCHASE;1506151645521;null;6030810317,6030810322,6030900144,6030900132,6030320512,6030900120,6030900788,6030320527
4e245856-1f20-4066-97c0-16f7f64b0a66;PURCHASE;1506151785760;null;6030601433,6030381765,6030390573,6030830045,6030560156,6030630686,6030250655
5a0ac89b-4832-4a23-bfa3-1fbc44ce2b38;PURCHASE;1506151826863;null;6030870025,6030261314,6030480179,6030840400,6030840399
ae4ae2db-d644-4141-b881-51318076d0c1;PURCHASE;1506151903499;null;6030080966,6030630827,6030560549,6030160597,6030720548,6030061270,6030400223,6030440605,6030660398,6030031807,6030190527
f093fa9c-bd77-4ee6-a08b-03f8b08c4c7b;PURCHASE;1506151909755;null;6030310664,6030013103,6030581543,6030261545,6030231172,6030890673,6030231123,6030571046
877522a7-b5c0-4fab-89f5-c728786b9387;PURCHASE;1506151923467;null;6030311628,6030121494,6030121229,6030260119,6030790479,6030340275,6030320171,6030760490,6030900407,6030430503,6030260035
eea3ca47-2370-41ab-b094-7702dd525b2d;PURCHASE;1506151981603;null;6030261098,6030080625,6030240499,6030600760
cb8dc4c2-c28e-4f03-bb07-0856745a21a3;PURCHASE;1506152052844;null;6030771138,6030290898,6030391324,6030440658,6030810216,6030821513,6030500768,6030900902,6030430694,6030260211
471f3e11-1674-4aaf-8b86-8c4cee512c99;PURCHASE;1506152155561;null;6030380215,6030013306,6030880344,6030450595,6030150220,6030450750
08a1876d-3666-4b42-aaef-81afffc3cc38;PURCHASE;1506152165232;null;6030330352,6030620357,6030150460,6030121750,6030431112,6030360049,6030860896,6030651060,6030860907,6030121457,6030971222,6030071549,6030160738,6030361619,6030160651,6030430288,6030480335,6030801563,6030780354,6030690758,6030570056,6030740348,6030062757,6030330465,6030070875,6030330530,6030161247,6030040544
aba16598-11c4-4825-b8b7-08b093a9dfc7;PURCHASE;1506152214087;null;6030450165,6030971181,6030070900,6030541031,6030160608,6030541193,6030270085,6030070506,6030490170,6030780758,6030070636,6030650032,6030621788,6030310103,6030620117
4b2fedd9-de86-4a8b-8e3b-bba5f510788c;PURCHASE;1506152224803;null;6030580070,6030630507,6030231804,6030740261,6030740814,6030500263,6030771074,6030410341,6030040783,6030260376,6030260150,6030670958,6030091337,6030790759,6030640450,6030630360,16
250bc6c0-4c74-4a7b-8f2d-4fadd3f500f5;PURCHASE;1506152225513;null;6030611041,6030571005,6030970471
9e19532d-57da-4ad7-b635-a308ad8bf111;PURCHASE;1506152292487;null;6030630030
dec75202-f48e-4859-94ef-e74cb39556a2;PURCHASE;1506152342412;null;6030150422,6030040694,6030900335,6030040579,6030401692,6030720752,6030030906,6030470360,6030430480,6030880280,6030520617,6030150840,6030421111
76512000-4469-4993-a2b9-75e7135de662;PURCHASE;1506152368995;null;6030040301,6030330274,6030141030,6030910182,6030391408,6030040313,6030540483,6030500995,6030940163,6030270137,6030300131,6030830134,6030210607,6030610175,6030270313,6030890710,6030381700
1f479971-a9bd-491f-b50c-da5cf80c255f;PURCHASE;1506152408128;null;6030311780,6030191162,6030940872,6030520671,6030120823,6030520695,6030151092,6030060190,6030150417,6030290428,6030580411,6030470066,6030220168,6030060560,6030440796,6030063291,6030820029,6030720799,6030720042,6030540345,6030520772,6030010829,6030660308,6030540697,6030540203,6030560450,6030940414,6030441166,6030820793,6030700533,6030500793,6030700897,16
d656189f-7edd-4d99-bfb9-65be7e8b07e0;PURCHASE;1506152410108;null;6030630524,6030660642,6030730103,6030640419,6030830057,6030640598,6030300257
1e368b0e-f100-4351-bd0d-1f90e45720dc;PURCHASE;1506152470231;null;6030900551,6030230272,6030230182
bc3007d0-4a63-4dd6-9ac9-175b37f6b747;PURCHASE;1506152487826;null;6030720536,6030690823,6030110905,6030630550,6030630270,6030630245,6030480234,6030720698,6030490079,6030630204,6030490538,6030410250,6030690480,6030110483,6030110803,6030720954,6030200190,6030250692,6030190691,6030490511,6030380624,6030410294,6030430036,6030910261
b4bd2de2-53a7-4fac-adcc-537fa773ecb3;PURCHASE;1506152511360;null;6030900776,6030110278,6030810423,6030811003
e6b15991-7b60-41d3-8c2b-15808a8232da;PURCHASE;1506152533567;null;6030621889,6030520533,6030120669,6030670106,6030570789,6030032015
a137875a-fa20-4e2c-a564-6e9c02fb7387;PURCHASE;1506152552412;null;6030800041,6030290522,6030690265,6030480295,6030450707,6030310914,6030050266,6030211080,6030580487,6030031885,6030063199,6030200433,6030014337
6f67b5b8-f363-41a8-b41e-a5c7d280aad5;PURCHASE;1506152697832;null;6030881155,6030550129,6030240273,6030450517,6030121938,6030730372,6030230324,6030240325,6030130617,6030311004,6030730384,6030640144,6030640156,6030340401,6030280521,6030810294,6030811015,6030230564,6030230247,6030230223
c83ae613-e17d-496d-bb2f-6e72a9d6ebd3;PURCHASE;1506152725979;null;6030621372,6030790378,6030311409,6030410100,6030390942,6030570284,6030090419,6030090424,6030970232,6030740170,6030020768,6030391410,6030910121,6030940579,6030050368,6030470054,6030470711,6030311297
0fd28da9-d2b7-4087-8d16-2ffbdce8c598;PURCHASE;1506152761318;null;6030120861,6030581376,6030450087,6030640347,6030230408,6030391373,6030450940,6030290416,6030520230
cffeb793-fd12-48c0-bb23-4d331eb50353;PURCHASE;1506152786715;null;6030361128,6030361154,6030361215
49886245-f528-46bd-87ac-ace7eac53e8d;PURCHASE;1506152855345;null;6030440199,6030150708,6030320033,6030140038
6b8317a6-50d0-48a9-8b1a-e7eec3c1cecc;PURCHASE;1506152889104;null;6030930264,6030430062,6030450719,6030391575,6030420693,6030110438,6030941534,6030090609,6030230425,6030340947,6030830565,6030810461,6030011274,16
4a900e4b-18c5-4b99-ac72-38f3aba247a4;PURCHASE;1506152905031;null;6030300269,6030410625,6030720270,6030500643,6030410487,6030720178,6030611065,6030121470,6030720928,6030090260,6030720637
42875ff2-49e7-4edd-bf78-e46dcfd83cf1;PURCHASE;1506152931692;null;6030900739,6030160358,6030311767,6030030860,6030110289,6030080217,6030030502,6030210840,6030900712,6030230206,6030230612,6030770757,6030770769,6030210279,6030230498,6030830464,6030320021,6030660438,6030040705,6030140909,6030760399,6030580916
0b2499ee-6e85-4298-9a5f-ed52e95cbcf9;PURCHASE;1506152958176;null;6030071055,6030670655,6030351188,6030040085,6030431188,6030040212,6030450851,6030300305,6030360908,6030421010,6030031074,6030311820,6030701177,6030441357,6030210939,6030160888,6030930401,6030032093,6030650627,6030470709,6030220055,6030960153,6030032116,6030210559,6030940085,6030490350,6030150154,6030740169,6030031378,6030580743,6030830033,6030161627,6030440570,6030401833,6030490336,6030830262,6030830426,6030010802,6030270455,6030671050,6030391093,6030070130,6030610098,6030610392,6030610111,6030620061,6030620050,6030620038
06836770-94b4-4cea-acc1-03ae4d4d3013;PURCHASE;1506152995931;null;6030020655,6030560396,6030031862,6030930312
763fc393-e140-4f2b-a4ce-6a12b42509a3;PURCHASE;1506152997326;null;6030020602,6030060038,6030120783
81897dd3-3dee-47e1-b32a-a76d3b7157d1;PURCHASE;1506153121136;null;6030610481,6030980496,6030780097,6030610086,6030970382,6030610051,6030980435,6030161690,6030980423,6030610432,6030980383,6030010993,6030720447,6030260782,6030621753,6030521446,6030421432,6030520545,6030520570,6030151156,6030231554,6030870291,6030260822,6030521065,6030300294,6030421329,6030421331,6030940734,6030151031,6030121356,6030971120,6030260906,6030361648,6030941099,6030140964
4a787afc-fef3-4232-a657-2e788e3463c4;PURCHASE;1506153152848;null;6030550114,6030261784,6030150763,6030771098,6030840083,6030060571,6030020857,6030381508
63a3744b-9ded-42d3-b8ce-e75314914c4d;PURCHASE;1506153155365;null;6030740903,6030621168,6030810459,6030500196,6030441232,6030080090,6030770578,6030030059,6030190464,6030550180,6030090765,6030230730,6030771051,6030130098,6030230081,6030140393,6030880926,6030340365
5c8d20df-cefe-4856-bede-d09b330b6216;PURCHASE;1506153180833;null;6030830440,6030830374,6030431040,6030210203,6030080447,6030080459,6030321148,6030900359,6030690301,6030800417,6030300102,6030320310,6030740116,6030080296,6030760629,6030690239,6030410842,6030090450,6030760667,6030760720,6030760715,6030730914,6030870380,6030421819
083a1161-7d2a-429a-ad57-2444be954d54;PURCHASE;1506153189701;null;6030810573,6030032032,6030510072,6030820759,6030510376
eca88833-6c38-4671-81d3-228e36636982;PURCHASE;1506153265379;null;6030880393,6030870010,6030420197,6030960229,6030430330,6030811079,6030211055,6030231225,6030601470
